chromosome,window_start,window_end,Azucena_CG,IR64_CG,Azucena_CHG,IR64_CHG,Azucena_CHH,IR64_CHH,recombination_rate
chr4,11900001,12000000,1272,1793,346,561,41,11,0.713157197
chr4,12000001,12100000,1625,1132,543,388,11,21,0
chr4,12100001,12200000,1281,1740,516,344,7,15,0
chr4,12200001,12300000,1619,2167,533,506,16,14,0
chr4,12300001,12400000,1627,1675,530,494,1,7,0
chr4,12400001,12500000,1433,2189,517,749,19,5,0
chr4,12500001,12600000,1189,2376,291,563,13,1,0
chr4,12600001,12700000,1418,1501,375,653,10,0,0
chr4,12700001,12800000,1176,1729,213,453,0,7,0
chr4,12800001,12900000,1592,1728,340,417,1,2,0
chr4,12900001,13000000,1386,1610,537,617,6,2,0
chr4,13000001,13100000,1307,1731,387,381,0,0,0
chr4,13100001,13200000,1237,1985,313,504,27,47,0
chr4,13200001,13300000,1310,1713,385,481,6,12,0.235845508
chr4,13300001,13400000,1265,1864,392,714,10,20,0
chr4,13400001,13500000,603,1715,152,409,2,35,0
chr4,13500001,13600000,725,1802,182,567,2,31,0
chr4,13600001,13700000,1229,1929,341,615,11,8,0
chr4,13700001,13800000,1285,1219,201,297,0,32,0
chr4,13800001,13900000,1495,1273,537,257,0,27,0
chr4,13900001,14000000,1593,1998,468,576,9,26,0
chr4,14000001,14100000,2107,1611,775,252,0,14,0
chr4,14100001,14200000,2236,1617,622,328,6,15,0
chr4,14200001,14300000,1397,1471,292,336,19,0,0
chr4,14300001,14400000,2014,1621,628,352,4,17,0.236963225
chr4,14400001,14500000,4179,1873,1397,620,2,25,0
chr4,14500001,14600000,768,2126,339,518,17,4,0.236963225
chr4,14600001,14700000,1506,1300,428,429,4,19,0.236963225
chr4,14700001,14800000,1481,2041,492,632,6,9,0.471691016
chr4,14800001,14900000,1414,2118,461,626,8,5,0.236963225
chr4,14900001,15000000,1223,1683,190,559,32,17,0.473926451
chr4,15000001,15100000,1162,2089,301,558,35,1,0.473926451
chr4,15100001,15200000,932,2066,140,476,34,3,1.896855607
chr4,15200001,15300000,1484,1976,314,617,26,43,1.426314394
chr4,15300001,15400000,1356,1003,374,284,1,27,0.236963225
chr4,15400001,15500000,1674,1202,521,355,58,38,0.236963225
chr4,15500001,15600000,1866,949,641,111,14,49,0
chr4,15600001,15700000,1777,1424,345,251,12,53,0.236963225
chr4,15700001,15800000,2073,1952,641,389,0,2,0
chr4,15800001,15900000,1665,1866,437,413,1,35,0.473926451
chr4,15900001,16000000,1869,2146,515,584,5,14,0
chr4,16000001,16100000,1764,1758,452,241,0,33,0.473926451
chr4,16100001,16200000,1434,2255,364,589,0,1,0
chr4,16200001,16300000,1317,2221,378,520,47,4,0
chr4,16300001,16400000,1755,2156,561,462,18,14,0
chr4,16400001,16500000,1557,1423,297,247,12,0,0.471691016
chr4,16500001,16600000,1259,2040,285,487,15,0,0
chr4,16600001,16700000,1357,2414,260,860,7,0,0
chr4,16700001,16800000,1644,2053,520,843,10,2,0
chr4,16800001,16900000,1214,1173,661,460,32,0,0
chr4,16900001,17000000,1221,1329,194,527,36,0,0
chr4,17000001,17100000,1333,1146,245,293,29,10,0
chr4,17100001,17200000,1403,1186,492,371,79,76,0.236963225
chr4,17200001,17300000,1280,1399,349,242,37,15,0.710889676
chr4,17300001,17400000,930,1393,179,436,76,28,2.134936549
chr4,17400001,17500000,1126,1754,349,671,9,4,1.430893252
chr4,17500001,17600000,1297,1240,446,249,8,28,0
chr4,17600001,17700000,1063,1776,226,218,81,10,1.187083648
chr4,17700001,17800000,930,1346,328,264,42,34,0.950120422
chr4,17800001,17900000,796,2112,192,680,16,36,0
chr4,17900001,18000000,1376,1448,351,423,55,7,1.421779352
chr4,18000001,18100000,1084,1950,179,691,84,0,0
chr4,18100001,18200000,1133,1630,108,680,43,4,0
chr4,18200001,18300000,1017,1249,155,362,34,14,0.943382033
chr4,18300001,18400000,862,1282,196,332,84,104,1.653164637
chr4,18400001,18500000,762,1639,318,452,158,67,1.653164637
chr4,18500001,18600000,919,998,281,228,40,60,0.471691016
chr4,18600001,18700000,1064,1413,327,404,87,29,0.471691016
chr4,18700001,18800000,1100,1223,149,301,51,18,0.472808734
chr4,18800001,18900000,619,871,110,283,88,52,0.471691016
chr4,18900001,19000000,781,933,185,249,69,89,0.471691016
chr4,19000001,19100000,828,906,163,237,85,78,1.650918558
chr4,19100001,19200000,799,1183,242,253,162,40,0.471691016
chr4,19200001,19300000,1253,1116,257,116,9,106,0.235845508
chr4,19300001,19400000,1222,1102,194,311,25,59,0.471691016
chr4,19400001,19500000,770,756,213,232,30,21,0.235845508
chr4,19500001,19600000,1599,832,215,261,7,121,0.235845508
chr4,19600001,19700000,1807,956,511,369,2,150,0
chr4,19700001,19800000,1258,931,296,268,44,71,0.235845508
chr4,19800001,19900000,799,1064,155,384,93,118,0.943382033
chr4,19900001,20000000,903,1127,120,178,30,101,0
chr4,20000001,20100000,992,739,235,145,68,94,0.471691016
chr4,20100001,20200000,749,893,138,269,91,49,0.709782604
chr4,20200001,20300000,1101,1006,258,259,47,171,0.473937096
chr4,20300001,20400000,990,874,204,363,65,106,0.950163464
chr4,20400001,20500000,841,1277,124,210,69,54,1.179227541
chr4,20500001,20600000,1124,1340,458,213,93,107,0.945628112
chr4,20600001,20700000,951,1229,147,221,24,10,1.192878046
chr4,20700001,20800000,943,1126,198,186,64,44,1.415073049
chr4,20800001,20900000,1016,919,145,172,83,147,0.471691016
chr4,20900001,21000000,657,977,65,126,64,67,1.419565208
chr4,21000001,21100000,847,768,167,97,86,77,0.473937096
chr4,21100001,21200000,1100,1026,222,281,38,49,0
chr4,21200001,21300000,900,576,436,121,12,43,0
chr4,21300001,21400000,255,448,12,125,3,55,0
chr4,21400001,21500000,826,297,198,39,66,23,0.471691016
chr4,21500001,21600000,812,1337,165,544,76,112,0.945628112
chr4,21600001,21700000,818,1130,275,205,68,57,0.471691016
chr4,21700001,21800000,791,794,99,148,61,58,0.707536525
chr4,21800001,21900000,1113,721,248,86,56,147,0.235845508
chr4,21900001,22000000,928,680,190,134,54,167,1.181473621
chr4,22000001,22100000,625,1446,117,358,103,84,2.367482592
chr4,22100001,22200000,865,1457,333,538,131,50,0.471691016
chr4,22200001,22300000,1272,798,389,207,7,10,0
chr4,22300001,22400000,1003,947,195,215,88,118,0
chr4,22400001,22500000,913,704,125,84,82,63,0
chr4,22500001,22600000,1518,1236,480,374,29,90,0
chr4,22600001,22700000,490,715,99,150,54,82,0.471691016
chr4,22700001,22800000,1242,1610,281,322,71,72,0.471691016
chr4,22800001,22900000,932,662,184,76,70,122,0.235845508
chr4,22900001,23000000,903,1094,130,288,49,125,0.707536525
chr4,23000001,23100000,759,1082,157,322,82,121,0.235845508
chr4,23100001,23200000,1095,1087,165,394,25,98,0
chr4,23200001,23300000,992,1370,263,464,57,25,0
chr4,23300001,23400000,761,935,255,168,82,96,0.235845508
chr4,23400001,23500000,914,1428,228,355,82,85,0.943382033
chr4,23500001,23600000,975,1242,183,361,13,68,0
chr4,23600001,23700000,1065,588,217,150,32,190,0.949002705
chr4,23700001,23800000,973,1313,222,298,53,47,0.471691016
chr4,23800001,23900000,975,914,356,181,81,138,1.650918558
chr4,23900001,24000000,855,769,135,101,3,129,0.471691016
chr4,24000001,24100000,933,888,165,268,54,132,0
chr4,24100001,24200000,1134,1175,263,223,37,55,0
chr4,24200001,24300000,921,1332,215,712,65,91,0.235845508
chr4,24300001,24400000,1285,1047,465,339,36,104,0
chr4,24400001,24500000,1094,1137,264,330,74,91,0.471691016
chr4,24500001,24600000,988,1104,310,308,14,79,0
chr4,24600001,24700000,1139,875,235,162,75,47,0
chr4,24700001,24800000,800,1034,159,212,53,83,0.945628112
chr4,24800001,24900000,844,1156,198,238,60,180,0
chr4,24900001,25000000,569,1269,268,285,69,36,0
chr4,25000001,25100000,939,1029,243,166,65,39,0.709782604
chr4,25100001,25200000,643,985,126,123,120,81,0.707536525
chr4,25200001,25300000,778,1232,150,353,73,116,0
chr4,25300001,25400000,1151,1594,258,497,42,59,0.235845508
chr4,25400001,25500000,1265,1243,649,336,18,86,0
chr4,25500001,25600000,915,1400,204,349,56,37,0
chr4,25600001,25700000,923,1151,396,296,47,114,0
chr4,25700001,25800000,884,975,265,208,50,102,0.471691016
chr4,25800001,25900000,744,1005,89,260,53,118,1.417308484
chr4,25900001,26000000,793,636,184,153,100,81,0.235845508
chr4,26000001,26100000,1083,969,177,401,44,89,1.179227541
chr4,26100001,26200000,782,625,151,131,118,129,0.709782604
chr4,26200001,26300000,741,953,225,255,51,174,0.707536525
chr4,26300001,26400000,971,1449,199,305,49,74,0.943382033
chr4,26400001,26500000,549,1943,79,866,41,34,0.472808734
chr4,26500001,26600000,862,1143,260,209,7,22,0.707536525
chr4,26600001,26700000,961,970,146,396,64,104,0.471691016
chr5,1,100000,1623,1472,499,621,18,38,0
chr5,100001,200000,1260,912,275,151,8,22,0.236963225
chr5,200001,300000,884,763,171,143,11,12,0.947852901
chr5,300001,400000,809,850,137,75,25,73,0.236963225
chr5,400001,500000,1028,1155,217,384,38,68,0
chr5,500001,600000,912,836,200,119,84,112,0.471691016
chr5,600001,700000,758,1037,144,158,34,19,0.707536525
chr5,700001,800000,988,1022,435,325,71,158,0
chr5,800001,900000,855,937,127,197,87,88,0.707536525
chr5,900001,1000000,929,801,140,171,84,72,0.235845508
chr5,1000001,1100000,1022,1247,339,355,64,75,1.179227541
chr5,1100001,1200000,921,808,428,304,93,182,1.650918558
chr5,1200001,1300000,656,567,281,147,68,75,2.127101733
chr5,1300001,1400000,819,325,243,78,2,1,0.235845508
chr5,1400001,1500000,971,937,188,189,141,94,0.947874192
chr5,1500001,1600000,1021,965,309,187,90,141,1.42185448
chr5,1600001,1700000,881,1262,252,329,97,116,0.235845508
chr5,1700001,1800000,918,1112,111,305,23,41,0.471691016
chr5,1800001,1900000,1214,1423,148,275,45,64,0
chr5,1900001,2000000,929,952,384,305,54,34,0.235845508
chr5,2000001,2100000,759,993,123,329,63,75,1.179227541
chr5,2100001,2200000,799,1063,186,234,91,82,0.945628112
chr5,2200001,2300000,734,826,202,163,73,81,2.607951095
chr5,2300001,2400000,942,1042,114,219,20,66,0.943382033
chr5,2400001,2500000,1287,832,174,201,21,24,0.471691016
chr5,2500001,2600000,1003,1294,218,218,12,27,0
chr5,2600001,2700000,1235,877,463,206,10,39,0
chr5,2700001,2800000,1090,1147,198,273,49,47,0
chr5,2800001,2900000,1056,1092,241,129,40,78,0.707536525
chr5,2900001,3000000,876,874,156,185,29,96,0.471691016
chr5,3000001,3100000,1580,1028,285,171,9,33,1.419565208
chr5,3100001,3200000,1141,1258,183,181,54,24,0.709771959
chr5,3200001,3300000,1132,987,302,226,35,95,0
chr5,3300001,3400000,1533,995,542,147,26,59,0.943382033
chr5,3400001,3500000,1167,1154,198,260,50,136,0.707536525
chr5,3500001,3600000,1090,1353,231,292,38,32,0
chr5,3600001,3700000,1111,1158,169,195,52,35,0.471691016
chr5,3700001,3800000,800,788,244,177,83,105,0.471691016
chr5,3800001,3900000,1392,1053,384,334,90,48,0.471691016
chr5,3900001,4000000,668,1170,84,402,33,32,1.655410716
chr5,4000001,4100000,1174,1002,269,169,59,143,1.181473621
chr5,4100001,4200000,983,910,450,152,8,66,0
chr5,4200001,4300000,1468,1579,722,527,0,55,0
chr5,4300001,4400000,819,1965,568,602,2,10,0
chr5,4400001,4500000,957,1228,472,460,0,0,0
chr5,4500001,4600000,1547,136,652,39,0,0,0
chr5,4600001,4700000,1360,1021,659,416,1,6,0
chr5,4700001,4800000,798,1047,581,272,0,38,0
chr5,4800001,4900000,756,1238,131,317,50,94,0.471691016
chr5,4900001,5000000,1255,1187,225,253,75,139,0.945628112
chr5,5000001,5100000,1095,1238,260,368,88,119,0.709782604
chr5,5100001,5200000,1369,1189,439,342,100,76,0.235845508
chr5,5200001,5300000,1019,455,260,177,20,20,0
chr5,5300001,5400000,1656,1745,814,394,7,41,0
chr5,5400001,5500000,1551,1654,644,344,5,11,0
chr5,5500001,5600000,1315,1361,249,339,39,80,0.943382033
chr5,5600001,5700000,1101,1338,289,205,38,20,1.415073049
chr5,5700001,5800000,1598,1824,426,454,8,6,0.235845508
chr5,5800001,5900000,1635,1454,715,395,2,45,0
chr5,5900001,6000000,1124,1673,500,593,67,30,0
chr5,6000001,6100000,1138,1287,379,370,39,102,1.650918558
chr5,6100001,6200000,1359,1400,409,352,45,41,0.709771959
chr5,6200001,6300000,1216,1591,374,391,16,61,0
chr5,6300001,6400000,1445,1307,356,320,55,58,0.943382033
chr5,6400001,6500000,1261,1087,345,240,37,36,0.471691016
chr5,6500001,6600000,1402,1556,287,253,23,4,0
chr5,6600001,6700000,1274,1301,500,303,3,14,0.707536525
chr5,6700001,6800000,1360,1408,500,297,14,26,0.235845508
chr5,6800001,6900000,1178,1671,265,441,19,63,0.707536525
chr5,6900001,7000000,1435,1214,366,165,49,102,0.471691016
chr5,7000001,7100000,1201,1316,231,394,42,81,0.709782604
chr5,7100001,7200000,1053,1465,312,288,38,16,0.471691016
chr5,7200001,7300000,1290,1463,327,192,15,6,0
chr5,7300001,7400000,1500,1456,309,565,38,86,0.707536525
chr5,7400001,7500000,1208,1786,481,400,19,19,0.235845508
chr5,7500001,7600000,1669,1868,399,529,16,25,0.945628112
chr5,7600001,7700000,1549,1387,615,359,18,24,0.707536525
chr5,7700001,7800000,1105,1611,307,515,17,30,1.1837197
chr5,7800001,7900000,1487,1529,574,480,29,28,0.235845508
chr5,7900001,8000000,1864,1885,648,461,16,2,0
chr5,8000001,8100000,1893,1497,559,353,31,70,0.471691016
chr5,8100001,8200000,856,2326,271,855,28,7,0
chr5,8200001,8300000,1943,1538,634,278,22,97,0.471691016
chr5,8300001,8400000,1314,1495,303,491,79,9,0.473926451
chr5,8400001,8500000,1132,1833,524,384,16,0,0
chr5,8500001,8600000,1635,2093,300,274,1,6,0
chr5,8600001,8700000,1954,2209,349,724,1,6,0.710889676
chr5,8700001,8800000,1598,1904,717,594,8,27,0.948981263
chr5,8800001,8900000,1680,1856,622,442,24,1,0
chr5,8900001,9000000,1535,1633,394,560,10,19,0
chr5,9000001,9100000,1768,1772,895,819,4,20,0
chr5,9100001,9200000,1294,2105,604,552,2,25,0
chr5,9200001,9300000,1470,1680,466,587,12,0,0
chr5,9300001,9400000,1700,1629,859,557,6,11,0
chr5,9400001,9500000,1144,1586,361,473,0,2,0
chr5,9500001,9600000,1342,1905,572,520,1,1,0.235845508
chr5,9600001,9700000,1419,1925,432,477,0,14,0
chr5,9700001,9800000,1708,1398,461,456,0,43,0
chr5,9800001,9900000,1437,1590,342,306,25,26,0
chr5,9900001,10000000,1623,1694,447,359,19,0,0
chr5,10000001,10100000,1499,2065,375,911,0,6,0
chr5,10100001,10200000,1487,1568,727,539,3,1,0
chr5,10200001,10300000,1273,1462,582,687,1,0,0
chr5,10300001,10400000,1103,1835,560,523,2,4,0
chr5,10400001,10500000,1386,2290,624,593,1,0,0
chr5,10500001,10600000,1303,2216,499,802,1,0,0
chr5,10600001,10700000,1749,2342,734,1040,1,0,0
chr5,10700001,10800000,1785,2014,886,737,4,6,0
chr5,10800001,10900000,1971,2216,968,748,1,13,0
chr5,10900001,11000000,1430,1129,725,353,12,55,0
chr5,11000001,11100000,1196,1947,422,506,6,35,0
chr5,11100001,11200000,1139,1839,315,628,38,22,0
chr5,11200001,11300000,1694,2073,585,665,8,33,0
chr5,11300001,11400000,1656,1392,636,442,11,3,0
chr5,11400001,11500000,1559,1911,597,836,19,26,0
chr5,11500001,11600000,1247,1552,556,509,12,20,0
chr5,11600001,11700000,1250,1635,414,664,16,7,0
chr5,11700001,11800000,1262,1966,570,557,0,1,0
chr5,11800001,11900000,1811,1068,775,388,11,10,0
chr5,11900001,12000000,971,1851,384,455,0,11,0
chr5,12000001,12100000,1366,2178,293,964,9,1,0
chr5,12100001,12200000,1826,1605,729,590,3,1,0
chr5,12200001,12300000,1398,1767,807,767,0,0,0
chr5,12300001,12400000,1241,1905,597,784,2,0,0
chr5,12400001,12500000,1273,2861,653,991,1,0,0
chr5,12500001,12600000,2179,2566,1086,1257,0,1,0
chr5,12600001,12700000,1924,2212,1053,856,1,0,0
chr5,12700001,12800000,1941,1226,908,336,4,0,0
chr5,12800001,12900000,1334,2356,477,841,1,2,0
chr5,12900001,13000000,1395,1640,341,594,1,0,0
chr5,13000001,13100000,2166,2113,989,784,2,2,0
chr5,13100001,13200000,1746,1979,897,751,0,1,0
chr5,13200001,13300000,1874,1431,827,347,2,9,0
chr5,13300001,13400000,1068,1463,471,527,8,8,0
chr5,13400001,13500000,1580,1324,325,503,13,1,0
chr5,13500001,13600000,681,1737,362,605,0,24,0
chr5,13600001,13700000,1702,1898,576,480,10,12,0
chr5,13700001,13800000,1137,1321,316,424,5,39,0
chr5,13800001,13900000,1613,1201,492,277,11,27,0
chr5,13900001,14000000,1295,1525,409,273,5,13,0
chr5,14000001,14100000,1633,1762,320,513,7,3,0
chr5,14100001,14200000,1331,1973,446,515,12,38,0.707536525
chr5,14200001,14300000,1299,1698,404,517,20,13,0.707536525
chr5,14300001,14400000,1082,2371,500,907,11,3,0
chr5,14400001,14500000,1571,2460,442,1087,11,1,0
chr5,14500001,14600000,2298,1486,1092,512,1,27,0
chr5,14600001,14700000,1638,2012,573,560,25,46,0
chr5,14700001,14800000,1199,2090,461,897,38,25,0
chr5,14800001,14900000,1633,1464,668,578,24,0,0
chr5,14900001,15000000,1571,1725,718,530,0,15,0
chr5,15000001,15100000,1678,1718,827,476,10,48,0
chr5,15100001,15200000,1580,2015,469,584,38,18,0.235845508
chr5,15200001,15300000,1739,1297,518,371,8,50,0
chr5,15300001,15400000,969,1285,432,346,34,95,0.235845508
chr5,15400001,15500000,1474,2000,517,687,65,75,0
chr5,15500001,15600000,1182,1233,391,419,32,23,0
chr5,15600001,15700000,1286,1619,470,320,5,14,0
chr5,15700001,15800000,1701,2153,608,787,2,1,0
chr5,15800001,15900000,919,1761,470,666,1,0,0
chr5,15900001,16000000,1332,1405,530,602,0,0,0
chr5,16000001,16100000,1245,2046,564,585,0,5,0
chr5,16100001,16200000,2002,1909,608,337,7,48,0
chr5,16200001,16300000,2068,1347,632,232,20,5,0
chr5,16300001,16400000,1271,1128,334,345,16,7,0.235845508
chr5,16400001,16500000,1119,1564,465,561,9,21,0.471691016
chr5,16500001,16600000,1316,1798,550,507,33,29,0
chr5,16600001,16700000,1727,1943,547,442,1,13,0
chr5,16700001,16800000,1249,2586,372,987,27,113,0
chr5,16800001,16900000,1614,3035,792,1025,21,14,0
chr5,16900001,17000000,982,1515,405,423,6,35,0
chr5,17000001,17100000,1036,1632,313,428,36,61,0
chr5,17100001,17200000,1421,899,385,144,21,31,0
chr5,17200001,17300000,984,1761,207,618,32,20,0
chr5,17300001,17400000,1765,1626,662,439,13,11,0.235845508
chr5,17400001,17500000,1448,1755,439,514,1,31,0.235845508
chr5,17500001,17600000,1651,1877,520,615,13,28,0.235845508
chr5,17600001,17700000,1490,1055,435,330,33,20,0.471691016
chr5,17700001,17800000,1240,1187,390,237,14,67,1.188255051
chr5,17800001,17900000,1158,1738,302,679,48,21,1.2021266
chr5,17900001,18000000,1602,1737,751,640,19,51,0.235845508
chr5,18000001,18100000,1353,1465,667,471,12,59,0.235845508
chr5,18100001,18200000,1418,1159,326,194,40,69,0.714317955
chr5,18200001,18300000,1045,2168,361,1072,70,5,0.943382033
chr5,18300001,18400000,1847,1766,822,275,2,10,0
chr5,18400001,18500000,1388,1379,366,457,6,48,0
chr5,18500001,18600000,955,1331,205,490,30,0,0.471691016
chr5,18600001,18700000,1329,1561,550,535,51,27,0
chr5,18700001,18800000,1139,1352,217,415,32,37,0
chr5,18800001,18900000,1247,1583,346,374,51,25,0
chr5,18900001,19000000,1243,1234,398,299,26,54,0.473937096
chr5,19000001,19100000,1012,1334,318,306,31,29,0.235845508
chr5,19100001,19200000,1212,1228,461,337,7,41,0
chr5,19200001,19300000,1251,1538,313,442,19,5,0
chr5,19300001,19400000,1154,1651,358,563,119,34,1.886764066
chr5,19400001,19500000,1307,1174,425,360,58,177,0.943382033
chr5,19500001,19600000,1759,1846,600,522,32,25,0.235845508
chr5,19600001,19700000,1160,2393,436,806,80,40,0.472808734
chr5,19700001,19800000,1144,1333,315,363,36,102,0.235845508
chr5,19800001,19900000,1111,1241,320,438,47,92,0.471691016
chr5,19900001,20000000,1157,1435,364,335,48,62,0.945628112
chr5,20000001,20100000,1182,1061,316,256,68,100,0.471691016
chr5,20100001,20200000,1008,1307,229,477,57,79,0.707536525
chr5,20200001,20300000,1484,1021,485,174,61,41,0.707536525
chr5,20300001,20400000,1158,1627,237,569,57,58,0.945628112
chr5,20400001,20500000,1106,1439,299,282,6,64,0
chr5,20500001,20600000,1293,1157,404,123,24,33,0.235845508
chr5,20600001,20700000,1031,1472,383,682,15,17,1.653164637
chr5,20700001,20800000,1151,1410,270,435,64,8,1.893545497
chr5,20800001,20900000,1206,1063,336,347,160,24,0.473937096
chr5,20900001,21000000,969,1261,290,284,83,81,0.473937096
chr5,21000001,21100000,821,1247,192,375,29,216,0
chr5,21100001,21200000,1008,983,336,233,48,52,0
chr5,21200001,21300000,1190,1142,447,221,91,122,0
chr5,21300001,21400000,1345,1144,435,400,20,155,0.235845508
chr5,21400001,21500000,1302,1639,413,443,35,33,0.943382033
chr5,21500001,21600000,977,1202,142,348,69,16,2.127101733
chr5,21600001,21700000,1049,1130,246,192,133,72,0.945628112
chr5,21700001,21800000,1123,1133,291,303,51,110,0.707536525
chr5,21800001,21900000,1248,1342,440,294,72,86,0
chr5,21900001,22000000,835,1480,240,527,45,165,0.709782604
chr5,22000001,22100000,871,1236,233,401,81,82,0.943382033
